,subject,condition,encode_phase,response_phase,prop,mem_prop
440,108,CS+,extinction,extinction,0.3333333333333333,0.6666666666666666
441,108,CS-,baseline,baseline,0.3333333333333333,0.2307692307692308
442,108,CS-,baseline,acquisition,0.4166666666666667,0.4615384615384616
443,108,CS-,baseline,extinction,0.25,0.3076923076923077
444,108,CS-,acquisition,baseline,0.3333333333333333,0.3333333333333333
445,108,CS-,acquisition,acquisition,0.375,0.6666666666666666
446,108,CS-,acquisition,extinction,0.2916666666666667,0.0
447,108,CS-,extinction,baseline,0.375,0.25
448,108,CS-,extinction,acquisition,0.375,0.5
449,108,CS-,extinction,extinction,0.25,0.25
450,109,CS+,baseline,baseline,0.08333333333333333,0.047619047619047616
